severity,host,finding,detail,source
low,login.fyers.in,Third-party script without Subresource Integrity,https://trade.fyers.in/lib/jquery/1.12.4/jquery.min.js,owasp
low,myapi.fyers.in,Third-party script without Subresource Integrity,https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js,owasp
low,partners.fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,people.fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,partners.fyers.in,Third-party script without Subresource Integrity,https://www.googletagmanager.com/gtag/js?id=G-TJFZVLLKLB,owasp
low,open-account.fyers.in,Third-party script without Subresource Integrity,https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js,owasp
low,accounts.zoho.in,Third-party script without Subresource Integrity,https://static.zohocdn.com/iam/v2/components/tp_pkg/jquery-3.7.1.min.2c872dbe60f4ba70fb85356113d8b35e.js,owasp
low,socket.fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,savedcharts.fyers.in,Third-party script without Subresource Integrity,https://www.googletagmanager.com/gtag/js?id=UA-70168752-16,owasp
low,status.fyers.in,Third-party script without Subresource Integrity,https://dka575ofm4ao0.cloudfront.net/assets/jquery-3.5.1.min-729e416557a365062a8a20f0562f18aa171da57298005d392312670c706c68de.js,owasp
low,support.fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,trade.fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,verifiedpnldocs.fyers.in,Third-party script without Subresource Integrity,https://performance.radar.cloudflare.com/beacon.js,owasp
low,accounts.zoho.in,Third-party script without Subresource Integrity,https://static.zohocdn.com/iam/v2/components/tp_pkg/jquery-3.7.1.min.2c872dbe60f4ba70fb85356113d8b35e.js,owasp
info,assets.fyers.in,Permissive CORS (ACAO: *),https://assets.fyers.in/,builtin
info,api.fyers.in,Permissive CORS (ACAO: *),https://api.fyers.in/,builtin
info,api.fyers.in,Server version disclosed,awselb/2.0,builtin
info,data.fyers.in,Permissive CORS (ACAO: *),https://data.fyers.in/,builtin
info,fyers.in,Technology disclosed via x-powered-by,Next.js,builtin
info,int-invest.fyers.in,Server version disclosed,Microsoft-IIS/10.0,builtin
info,int-invest.fyers.in,Technology disclosed via x-powered-by,ASP.NET,builtin
info,marketdata-api-instaoptions.fyers.in,Permissive CORS (ACAO: *),https://marketdata-api-instaoptions.fyers.in/,builtin
info,marketdata-api-instaoptions.fyers.in,Technology disclosed via x-powered-by,Express,builtin
info,public.fyers.in,Permissive CORS (ACAO: *),https://public.fyers.in/,builtin
info,status.fyers.in,Permissive CORS (ACAO: *),https://status.fyers.in/,builtin
info,trade.fyers.in,Permissive CORS (ACAO: *),https://trade.fyers.in/,builtin
info,www.fyers.in,Technology disclosed via x-powered-by,Next.js,builtin
info,accounts.zoho.in,GraphQL endpoint exposed,https://accounts.zoho.in/signin?servicename=ZohoAssist&serviceurl=https%3A%2F%2Fassist.fyers.in%3A443%2Fapp/graphql,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?servicename=ZohoAssist&serviceurl=https%3A%2F%2Fassist.fyers.in%3A443%2Fapp/swagger,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?servicename=ZohoAssist&serviceurl=https%3A%2F%2Fassist.fyers.in%3A443%2Fapp/swagger.json,builtin
info,accounts.zoho.in,GraphQL endpoint exposed,https://accounts.zoho.in/signin?serviceurl=https://cliq.fyers.in&servicename=ZohoChat&zsrc=fromproduct/graphql,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?serviceurl=https://cliq.fyers.in&servicename=ZohoChat&zsrc=fromproduct/swagger,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?serviceurl=https://cliq.fyers.in&servicename=ZohoChat&zsrc=fromproduct/swagger.json,builtin
info,accounts.zoho.in,GraphQL endpoint exposed,https://accounts.zoho.in/signin?hide_signup=true&stop_mredirect=true&portal_id=60008074919&hide_secure=true&hide_gsignup=true&servicename=ZohoPulse&serviceurl=https%3A%2F%2Fconnect.fyers.in%2Fmyfeed/graphql,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?hide_signup=true&stop_mredirect=true&portal_id=60008074919&hide_secure=true&hide_gsignup=true&servicename=ZohoPulse&serviceurl=https%3A%2F%2Fconnect.fyers.in%2Fmyfeed/swagger.json,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?hide_signup=true&stop_mredirect=true&portal_id=60008074919&hide_secure=true&hide_gsignup=true&servicename=ZohoPulse&serviceurl=https%3A%2F%2Fconnect.fyers.in%2Fmyfeed/swagger,builtin
info,accounts.zoho.in,GraphQL endpoint exposed,https://accounts.zoho.in/signin?servicename=null&serviceurl=https%3A%2F%2Fprojects.zoho.in/graphql,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?servicename=null&serviceurl=https%3A%2F%2Fprojects.zoho.in/swagger,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?servicename=null&serviceurl=https%3A%2F%2Fprojects.zoho.in/swagger.json,builtin
info,accounts.zoho.in,GraphQL endpoint exposed,https://accounts.zoho.in/signin?servicename=TeamDrive&hide_gsignup=true&hide_signup=true&serviceurl=https%3A%2F%2Fworkdrive.zoho.in%2F/graphql,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?servicename=TeamDrive&hide_gsignup=true&hide_signup=true&serviceurl=https%3A%2F%2Fworkdrive.zoho.in%2F/swagger,builtin
info,accounts.zoho.in,API documentation exposed,https://accounts.zoho.in/signin?servicename=TeamDrive&hide_gsignup=true&hide_signup=true&serviceurl=https%3A%2F%2Fworkdrive.zoho.in%2F/swagger.json,builtin
info,api-a1.fyers.in,SSRF candidate parameter 'source','source' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,api-i1.fyers.in,SSRF candidate parameter 'source','source' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,community.fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,community.fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,community.fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,community.fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,community.fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,fyers.in,SSRF candidate parameter 'url','url' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,fyers.in,SSRF candidate parameter 'url','url' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
info,fyers.in,SSRF candidate parameter 'redirect','redirect' takes a URL. Proving SSRF requires a collaborator host to observe the callback — re-run with --collaborator.,owasp
